PairID,Code Snippet 1,Code Snippet 2,Label
221,"// Augmented version
// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}","// Using a HashSet to check for element existence
fn find_element_hashset(items: &std::collections::HashSet<i32>, goal: i32) -> bool {
    items.contains(&goal)
}",0
222,"// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}
// Variant of function","// Using a    loop
fn  sum_of_numbers_loop(n: u32) -> u32 {
let mut    sum = 0;
for i in   1..=n {
        sum += i;
    }
    sum
 }",0
223,"// Iterating over a Vec to find an element
fn find_element_vec(items: &Vec<i32>, goal: i32) -> bool {
    for &elem in items {
        if elem == goal {
            return true;
        }
    }
    false
}","// Iterating over a Vec to find an element
fn find_element_vec(collection: &Vec<i32>, search_value: i32) -> bool {
    for &element in collection {
        if element == search_value {
            return true;
        }
    }
    false
}",0
224,"// Using a HashSet to check for element existence
fn find_element_hashset(items: &std::collections::HashSet<i32>, search_value: i32) -> bool {
    items.contains(&search_value)
}","// Using a loop
fn sum_of_numbers_loop(number: u32) -> u32 {
    let mut total = 0;
    for index in 1..=number {
        total += index;
    }
    total
}",0
225,"// Using a loop
fn sum_of_numbers_loop(number: u32) -> u32 {
    let mut sum_total = 0;
    for counter in 1..=number {
        sum_total += counter;
    }
    sum_total
}","// Modified code
// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}",0
226,"// Using the fold    method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
(1..=n).fold(0, |acc, x| acc +    x)
}"," // Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
   data.contains(&target)
   }",0
227,"// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], goal: i32) -> bool {
    slice.iter().any(|&x| x == goal)
}","// Iterating over a Vec  to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
for &item    in data {
        if item == target {
 return true;
        }
    }
    false
  }",1
228,"// Variant of function
// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}","// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}
// Augmented version",0
229,"// Augmented version
// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}","// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
   slice.iter().any(|&x| x == target)
 }",0
230,"// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}
// Augmented version","// Using a loop
fn sum_of_numbers_loop(num: u32) -> u32 {
    let mut sum_total = 0;
    for index in 1..=num {
        sum_total += index;
    }
    sum_total
}",0
231,"// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}
// Modified code","// Random augmentation applied
// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}",1
232,"// Using   a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
  sum += i;
 }
  sum
}","// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}",0
233,"// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}
// Augmented version","// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(number: u32) -> u32 {
    (number * (number + 1)) / 2
}",0
234,"// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>,   target: i32) -> bool {
   data.contains(&target)
}","// Using a HashSet to check for element existence
fn find_element_hashset(items: &std::collections::HashSet<i32>, search_value: i32) -> bool {
    items.contains(&search_value)
}",0
235,"// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}
// Modified code","// Using a loop
fn sum_of_numbers_loop(num: u32) -> u32 {
    let mut total = 0;
    for index in 1..=num {
        total += index;
    }
    total
}",0
236,"// Iterating over a Vec to find an element
fn find_element_vec(items: &Vec<i32>, search_value: i32) -> bool {
    for &elem in items {
        if elem == search_value {
            return true;
        }
    }
    false
}","// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}
// Modified code",1
237,"// Variant of function
// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}","// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], search_value: i32) -> bool {
    slice.iter().any(|&x| x == search_value)
}",0
238,"// Variant of function
// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}","// Augmented version
// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}",0
239,"// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}
// Modified code","// Using a HashSet to check for element existence
fn find_element_hashset(items: &std::collections::HashSet<i32>, goal: i32) -> bool {
    items.contains(&goal)
}",0
240,"// Iterating over a Vec to find an element
fn find_element_vec(collection: &Vec<i32>, search_value: i32) -> bool {
    for &element in collection {
        if element == search_value {
            return true;
        }
    }
    false
}","// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}
// Variant of function",1
241,"// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}
// Augmented version","// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32)  -> u32 {
(n * (n    + 1)) / 2
}",0
242,"// Variant of function
// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}","// Iterating over a Vec to find an element
fn find_element_vec(collection: &Vec<i32>, search_value: i32) -> bool {
    for &element in collection {
        if element == search_value {
            return true;
        }
    }
    false
}",1
243,"// Using the fold method for    accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}","// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}
// Variant of function",0
244,"// Random augmentation applied
// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}","// Iterating over a Vec   to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
for &item  in data {
if item  == target {
            return true;
  }
   }
    false
  }",0
245,"// Using a mathematical formula (more  efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
  }","// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) ->   bool {
    data.contains(&target)
   }",0
246,"// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(num: u32) -> u32 {
    (num * (num + 1)) / 2
}","// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}
// Modified code",1
247,"// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}
// Variant of function","// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}",0
248,"// Using a HashSet to check for element existence
fn find_element_hashset(collection: &std::collections::HashSet<i32>, goal: i32) -> bool {
    collection.contains(&goal)
}","// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}
// Modified code",0
249,"// Augmented version
// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}","//   Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}",0
250,"// Using the accumulate method for accumulation
fn compute_sum_fold(num: u32) -> u32 {
    (1..=num).accumulate(0, |acc, x| acc + x)
}","// Using a loop
fn sum_of_numbers_loop(num: u32) -> u32 {
    let mut accum = 0;
    for index in 1..=num {
        accum += index;
    }
    accum
}",1
251,"// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(number: u32) -> u32 {
    (number * (number + 1)) / 2
}","// Operating on a  slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}",0
252,"//   Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
slice.iter().any(|&x| x   == target)
   }","// Using the accumulate method for accumulation
fn compute_sum_fold(num: u32) -> u32 {
    (1..=num).accumulate(0, |acc, x| acc + x)
}",0
253,"// Augmented version
// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}","// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}
// Augmented version",0
254,"// Operating on a slice to  search for an element
fn  search_in_slice(slice: &[i32], target: i32) -> bool {
 slice.iter().any(|&x| x == target)
}","// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}
// Modified code",0
255,"// Using the fold  method for accumulation
fn compute_sum_fold(n: u32)   -> u32 {
(1..=n).fold(0,   |acc, x| acc + x)
  }","// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}",0
256,"// Variant of function
// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}","// Augmented version
// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}",0
257,"   // Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
(n * (n  + 1)) / 2
   }","// Iterating over a Vec to find an element
 fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
for &item    in data {
if    item == target {
            return true;
        }
  }
    false
   }",0
258,"//  Using a loop
fn    sum_of_numbers_loop(n: u32) -> u32 {
let mut sum    = 0;
   for i in 1..=n {
        sum += i;
    }
 sum
}","// Augmented version
// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}",0
259,"// Iterating over a Vec to   find an element
fn find_element_vec(data: &Vec<i32>, target:   i32) -> bool {
    for &item in data {
if item == target  {
 return true;
        }
    }
  false
  }","// Augmented version
// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}",0
260,"// Operating on a slice to search for   an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
slice.iter().any(|&x| x  == target)
}","// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
   (1..=n).fold(0, |acc, x| acc + x)
}",0
261,"// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>,    target: i32) -> bool {
 data.contains(&target)
 }","// Using a loop
fn sum_of_numbers_loop(number: u32) -> u32 {
    let mut accum = 0;
    for counter in 1..=number {
        accum += counter;
    }
    accum
}",0
262,"// Augmented version
// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}","// Using a mathematical formula (more   efficient)
   fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
   }",0
263,"  // Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
(1..=n).fold(0, |acc,   x| acc + x)
   }","// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}
// Augmented version",0
264,"// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}
// Random augmentation applied","// Iterating over a Vec    to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) ->  bool {
for &item    in data {
  if item == target {
            return true;
 }
    }
 false
}",0
265,"// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}
// Augmented version","// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}
// Augmented version",1
266,"// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}
// Augmented version","// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}
// Variant of function",1
267,"// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}
// Random augmentation applied","// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], search_value: i32) -> bool {
    slice.iter().any(|&x| x == search_value)
}",1
268,"// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
 data.contains(&target)
   }","// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}
// Variant of function",0
269,"// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(num: u32) -> u32 {
    (num * (num + 1)) / 2
}","// Augmented version
// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}",0
270,"// Using the fold method for   accumulation
fn compute_sum_fold(n: u32) -> u32 {
   (1..=n).fold(0, |acc, x| acc + x)
 }","// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
if item    == target {
return    true;
        }
    }
    false
   }",0
271,"// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}
// Variant of function","// Using a loop
fn sum_of_numbers_loop(n:   u32) -> u32 {
let mut sum =  0;
for i in 1..=n  {
sum +=   i;
    }
    sum
}",1
272,"// Using the reduce method for accumulation
fn compute_sum_fold(number: u32) -> u32 {
    (1..=number).reduce(0, |acc, x| acc + x)
}","// Iterating over a Vec to find an element
fn find_element_vec(collection: &Vec<i32>, search_value: i32) -> bool {
    for &element in collection {
        if element == search_value {
            return true;
        }
    }
    false
}",0
273,"// Using a mathematical   formula (more efficient)
 fn sum_of_numbers_formula(n: u32) -> u32 {
(n *    (n + 1)) / 2
}","// Using a HashSet to check for    element existence
   fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
   data.contains(&target)
  }",0
274,"// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], search_value: i32) -> bool {
    slice.iter().any(|&x| x == search_value)
}","// Augmented version
// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}",0
275,"// Using a    loop
fn sum_of_numbers_loop(n: u32) ->  u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
 }
    sum
 }","// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}
// Augmented version",0
276,"// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}
// Variant of function","// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], search_value: i32) -> bool {
    slice.iter().any(|&x| x == search_value)
}",0
277,"// Using a mathematical formula (more efficient)
  fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
   }","// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}",1
278,"// Modified code
// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}","// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}
// Random augmentation applied",0
279,"// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}
// Augmented version","// Iterating over a   Vec to find an element
  fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
for &item in data   {
        if item == target {
            return true;
        }
  }
    false
   }",0
280,"// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}
// Variant of function","// Using the fold    method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
(1..=n).fold(0, |acc, x| acc  + x)
 }",1
281,"// Using a HashSet   to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>,    target: i32) -> bool {
    data.contains(&target)
}","// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}
// Variant of function",1
282,"// Modified code
// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}","// Using the fold method for accumulation
fn  compute_sum_fold(n: u32) -> u32 {
(1..=n).fold(0, |acc, x| acc +    x)
}",0
283,"// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}
// Modified code","// Using the fold method for accumulation
fn compute_sum_fold(n:  u32) -> u32 {
(1..=n).fold(0, |acc, x| acc   + x)
}",1
284,"// Variant of function
// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}","   // Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
let mut sum   = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}",0
285,"// Using a loop
fn sum_of_numbers_loop(n: u32)   -> u32 {
let    mut sum = 0;
for i in    1..=n {
        sum += i;
    }
    sum
}","// Using the accumulate method for accumulation
fn compute_sum_fold(number: u32) -> u32 {
    (1..=number).accumulate(0, |acc, x| acc + x)
}",1
286,"// Augmented version
// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}","// Using the fold    method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
(1..=n).fold(0, |acc, x| acc +  x)
   }",1
287,"// Using the fold method for accumulation
fn compute_sum_fold(n: u32) ->   u32 {
(1..=n).fold(0,   |acc, x| acc + x)
}","// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) ->  u32 {
    (n * (n + 1)) / 2
   }",1
288,"// Using a loop
fn sum_of_numbers_loop(num: u32) -> u32 {
    let mut sum_total = 0;
    for counter in 1..=num {
        sum_total += counter;
    }
    sum_total
}","// Using a loop
fn sum_of_numbers_loop(n:    u32) -> u32 {
    let mut sum = 0;
for i in    1..=n {
sum +=   i;
 }
    sum
  }",0
289,"//   Using the fold method for accumulation
fn compute_sum_fold(n:  u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
  }","// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}
// Variant of function",0
290,"// Using a HashSet to check for element existence
fn find_element_hashset(collection: &std::collections::HashSet<i32>, search_value: i32) -> bool {
    collection.contains(&search_value)
}","// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}
// Variant of function",1
291,"// Using the fold method   for accumulation
fn compute_sum_fold(n: u32) -> u32 {
 (1..=n).fold(0, |acc, x| acc + x)
}","// Modified code
// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}",0
292,"// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
    }
    sum
}
// Random augmentation applied","// Using a loop
fn sum_of_numbers_loop(num: u32) -> u32 {
    let mut total = 0;
    for counter in 1..=num {
        total += counter;
    }
    total
}",0
293,"// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
  slice.iter().any(|&x| x == target)
  }","// Using a mathematical formula   (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
(n * (n +    1)) / 2
}",0
294,"// Random augmentation applied
// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}","// Using the accumulate method for accumulation
fn compute_sum_fold(num: u32) -> u32 {
    (1..=num).accumulate(0, |acc, x| acc + x)
}",0
295," // Using the fold method for accumulation
fn compute_sum_fold(n: u32)   -> u32 {
(1..=n).fold(0,  |acc, x| acc + x)
}","// Iterating over a Vec to find an element
fn find_element_vec(items: &Vec<i32>, search_value: i32) -> bool {
    for &element in items {
        if element == search_value {
            return true;
        }
    }
    false
}",0
296,"// Iterating over a Vec to find an element
fn find_element_vec(items: &Vec<i32>, goal: i32) -> bool {
    for &elem in items {
        if elem == goal {
            return true;
        }
    }
    false
}","// Using a mathematical formula (more   efficient)
  fn sum_of_numbers_formula(n: u32) -> u32 {
(n    * (n + 1)) / 2
}",0
297,"// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
  data.contains(&target)
}","// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}
// Variant of function",0
298,"// Modified code
// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}","// Variant of function
// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}",1
299,"// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}
// Modified code","// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}
// Augmented version",1
300,"// Iterating over a Vec to find an element
fn find_element_vec(items: &Vec<i32>, search_value: i32) -> bool {
    for &elem in items {
        if elem == search_value {
            return true;
        }
    }
    false
}","// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}
// Augmented version",0
301,"// Using a loop
fn sum_of_numbers_loop(n: u32) ->   u32 {
    let mut sum = 0;
  for i in 1..=n {
        sum += i;
  }
    sum
   }","// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}",1
302,"// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}
// Variant of function","// Using a loop
fn sum_of_numbers_loop(num: u32) -> u32 {
    let mut total = 0;
    for index in 1..=num {
        total += index;
    }
    total
}",1
303,"// Variant of function
// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}","// Using a loop
fn sum_of_numbers_loop(num: u32) -> u32 {
    let mut accum = 0;
    for index in 1..=num {
        accum += index;
    }
    accum
}",1
304,"// Using a HashSet to check for element existence
fn find_element_hashset(items: &std::collections::HashSet<i32>, goal: i32) -> bool {
    items.contains(&goal)
}","// Iterating over a Vec to find an element
fn find_element_vec(collection: &Vec<i32>, goal: i32) -> bool {
    for &element in collection {
        if element == goal {
            return true;
        }
    }
    false
}",1
305,"// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(number: u32) -> u32 {
    (number * (number + 1)) / 2
}","// Using a loop
fn sum_of_numbers_loop(n: u32) -> u32 {
let mut sum   = 0;
   for i in 1..=n {
        sum += i;
    }
    sum
  }",1
306,"// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}
// Variant of function","// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(number: u32) -> u32 {
    (number * (number + 1)) / 2
}",0
307,"// Variant of function
// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
    data.contains(&target)
}","// Using a loop
fn sum_of_numbers_loop(num: u32) -> u32 {
    let mut accum = 0;
    for index in 1..=num {
        accum += index;
    }
    accum
}",0
308,"//  Using a loop
fn sum_of_numbers_loop(n:    u32) -> u32 {
    let mut sum = 0;
    for i in 1..=n {
        sum += i;
  }
   sum
   }","// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32],   target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}",0
309,"// Using a HashSet to check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>,  target: i32) -> bool {
  data.contains(&target)
}","// Using a loop
fn sum_of_numbers_loop(num: u32) -> u32 {
    let mut total = 0;
    for index in 1..=num {
        total += index;
    }
    total
}",0
310,"// Using the reduce method for accumulation
fn compute_sum_fold(num: u32) -> u32 {
    (1..=num).reduce(0, |acc, x| acc + x)
}","// Using a mathematical formula (more efficient)
  fn sum_of_numbers_formula(n: u32) -> u32 {
    (n * (n + 1)) / 2
}",1
311,"// Using   a loop
fn sum_of_numbers_loop(n: u32) ->  u32 {
    let mut sum = 0;
for i in 1..=n   {
sum +=    i;
  }
   sum
}","  // Using the fold method for accumulation
   fn compute_sum_fold(n: u32) -> u32 {
(1..=n).fold(0, |acc, x| acc    + x)
  }",1
312,"// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}
// Modified code","// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>, target: i32) -> bool {
    for &item in data {
        if item == target {
            return true;
        }
    }
    false
}
// Variant of function",1
313,"// Using a mathematical formula (more efficient)
fn sum_of_numbers_formula(number: u32) -> u32 {
    (number * (number + 1)) / 2
}","// Using a HashSet to   check for element existence
fn find_element_hashset(data: &std::collections::HashSet<i32>, target: i32) -> bool {
  data.contains(&target)
  }",0
314,"// Using a loop
fn    sum_of_numbers_loop(n: u32) -> u32 {
let mut sum   = 0;
    for i in 1..=n {
        sum += i;
  }
 sum
}","// Random augmentation applied
// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], target: i32) -> bool {
    slice.iter().any(|&x| x == target)
}",0
315,"// Iterating over a Vec to find an element
fn find_element_vec(data: &Vec<i32>,    target: i32) -> bool {
    for &item in data {
   if item == target {
            return true;
  }
 }
 false
 }","// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], goal: i32) -> bool {
    slice.iter().any(|&x| x == goal)
}",1
316,"// Operating on a slice to search for an element
fn search_in_slice(slice: &[i32], goal: i32) -> bool {
    slice.iter().any(|&x| x == goal)
}","// Random augmentation applied
// Using the fold method for accumulation
fn compute_sum_fold(n: u32) -> u32 {
    (1..=n).fold(0, |acc, x| acc + x)
}",0
